user,user_location,text,favorite_count,retweet_count
Rob,Lincoln & Sheffield,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1277
Gani Porter,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1277
JodyMarie,United States,#massgovernor Charlie Baker criminals a priority for the covid vaccine over my 88 year old mother.  What the heck?,0,0
Hayley Blakely,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1794
🌞noa,in kiana ,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,222
🔶🔶🔶,ny,"RT @mystikalgod666: He took covid vaccine a week ago....... he is from UK and a very real person....
God!!! 
,😱😱🥺🥺 https://t.co/gT6dq6jLxD",0,614
Vinny,,RT @michaeljknowles: Well that's not good. https://t.co/HAQlNdhGcu,0,613
Dr. Weaselbooty,NY. NV. CO. CA!,My cousin received the COVID vaccine then less than 2 weeks later got COVID... 🤔,0,0
Phoebe and Milo,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,695
EllenRN,USA,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3658
mm0057,Canada,"@TOAdamVaughan @brianlilley @JustinTrudeau @kinsellawarren News for you Vaughan, covid vaccine clinics are shutdown across the country.

Deaths are on Trudeau's hands...",0,0
Betsy McBotty Basset 🏴󠁧󠁢󠁳󠁣󠁴󠁿,,"RT @CRobertsonUK: Dominic Raab refused to answer a question that there would EVEN be a 2nd dose of covid vaccine at all.

This is to fool e…",0,7
Ilkley Good Neighbours,"Ilkley LS29, West Yorkshire","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3658

Christina J Samuel,"Horsham, England","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3685
Your Manchester 🐝,"Manchester, England","Have you or someone you know been for the Covid Vaccine? 💉

#Covid19UK #COVIDVaccination #COVID19Vaccine #CovidVaccineuk https://t.co/ZNGAApNPU4",0,0
Jay Feldblum,,RT @Carnage4Life: Few things highlight the difference between capitalism and alternatives than the fact scientists at multiple pharmaceutic…,0,13
Conor Noonan,"Boston, MA",RT @atriushealth: When can I get the COVID vaccine? Vaccine distribution in Massachusetts will occur in a phased approach. Learn where you…,0,2
Robert A. Campbell,"Vancouver, British Columbia","RT @WinterOakPress: ""At least 13 Israelis have experienced facial paralysis after being administered the Pfizer Covid-19 vaccine, a month a…",0,24
Bangladesh Rahman,UK,Am I antisemitic tweeting this article? https://t.co/CsO6Yzw3Tm,0,0
Mel 🌷🌷 ✝️,,RT @USA_Anne711: 💥 💥United States Deaths due to COVID Vaccine 👇👇55 People Died in US After Receiving COVID-19 Vaccines: Reporting System ht…,0,114
ash,,hey @moderna I tried to get a funny picture with the covid vaccine where the needle goes in my mouth but BIG PHARMA said I was causing a ruckus,0,0
Intissar Rajabany,Libya,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3685
DJSharpieD😊,,"RT @TheRustler83: That’s another 23 to add to the 27 Vaccine deaths in the NY Care Home ....

None being reported by U.K. media yet hmmmm🤔…",0,14
Martha Redsecker,Southern Nevada,RT @LasVegasSun: What to expect when you get your COVID vaccine in Las Vegas. https://t.co/7qBuLjd0k0 https://t.co/QnWXe7EbVZ,0,1
Vanessa Tones,"Eastbourne, England","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3685
Klang,Canada,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3685
JOAN ORMAN,,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1982
Dave,"Exeter, England","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,716
G,,my arm is very sore from the COVID vaccine,0,0
CB,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3685
Katuxa,,"RT @daniasssis: President Bolsonaro spent months casting doubts and spreading lies about the covid vaccine, even after 209k deaths and an o…",0,3
CAITLI♑️🪐,Bickin back in the Bay,I’m sorry but getting the covid vaccine isn’t a flex 🥴,0,0
"Jason Kindrachuk, PhD","Winnipeg, Manitoba","@minisciencegirl @momof3turkeys @VirusesImmunity Pfizer and Moderna are both assessing this now

https://t.co/dQPqGocjrg",0,0
Tish 💙,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,715
David Innes,"Stonehouse, Scotland","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,716
Monique,"Vancouver, BC","RT @WinterOakPress: ""At least 13 Israelis have experienced facial paralysis after being administered the Pfizer Covid-19 vaccine, a month a…",0,24
Apoorva Mandavilli,,RT @gregggonsalves: @SMooreesq @drvictoriafox @DrEricDing @EricTopol @ASlavitt And here @apoorva_nyc explains: https://t.co/v0pveHxcyC,0,1
KMCR,Scotland,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,716
akuryō morningstar 🔞 #BLM #ACAB,Hell,Honestly; I’m not worried about what’s in the COVID vaccine... I’ve been in a bath house sling before,1,0
Truman Show,The Present   ,"Listen very carefully...
Your being played people...
When will you wake up?!...
#Covid #vaccine #Plandemic #Agenda21 https://t.co/0xGidvcLi0",0,0
NHR Music,,RT @hankgreen: No judgement time. Anonymous survey. Would you get a COVID vaccine ASAP if it was your turn?,0,149
alice?! 💙,"London, England",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1812
tony,bfd ,"RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1048
Alex,Delhi,Covid vaccine india warranty and guarantee card needed if we involve in vaccination..,0,0
clarissa ♡,"Bay Area, CA","so grateful to have been able to receive a covid vaccine. Getting my 2nd dose on my bday, best bday present ever 😭",3,0
🤷🏼‍♂️,,"@FirearmsPB @EricRWeinstein @nypost Hasn’t this whole fucking disaster been about “protecting” the elderly?  So when Covid kills the elderly it’s unacceptable, but when covid vaccine kills them it’s acceptable? 🐑 🐑",0,0
ap Austin,Terra Incognita with no BBC detectable weather,RT @UKCLPARTY: Norway urgently changes Covid vaccine guidance after 23 die in days following Pfizer jab https://t.co/EBJ0OvIJPS,0,13
DaveyIsAwake,Ireland,"The @IrishTimes and its big auld tinfoil hat....welcome to the club.
https://t.co/SsHAZ3F4pq",0,0
Margaret Smith,Edinburgh and Berwickshire,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1296
James Tobyne (任翔）,"Silicon Valley, and the globe",Biden CDC pick confident there's enough Covid vaccine to meet target https://t.co/PZbRAWUO3q,0,0
Kerrin Thomas,"Port Macquarie, New South Wales","COVID vaccine for regional Australia likely to be AstraZeneca variety, rural doctors' peak body says https://t.co/sgedO7sfqO",0,0
Kevin Quintanilla,,"RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1048
Naheeda Tar,"Pretoria, South Africa",RT @AzraKarim: All I want for my birthday this year is the covid vaccine 😩 (pls @AstraZeneca @pfizer ),0,1
Lynne Hawkins,"Kent, UK",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1297
Geraldine smith,,"RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5666
Dr. Margaret Peters,"Los Angeles, CA","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3685
Happy Accident,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1297
Jess Ⓥ,UK,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1982
Gamer2Gamer,"New Jersey, USA",I’m signed up for the Covid Vaccine. Phase 1C here in NJ,0,0
🇺🇸Nancy E 🇺🇸❌,,"RT @SGTValadez: Today I took my first dose of the COVID vaccine for my little princess. 

So far she has had both hips reconstructed, brain…",0,7
fran | #BLM,uc riverside,"RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1048
Joshua Shindler,Domino City,On the waiting list to get my covid vaccine.,0,0
Get_Froggy_1776,Mars ,"@booknerd989 @SenSchumer NY received 1,884,325 . They only administered 861,169 doses as of today . You have plenty of vaccines and a lot more coming soon . Your corrupt leaders are playing games with people's lives . 

 https://t.co/RDCaa1BiV7",0,0
Sylvee Shay,NorCal,RT @kron4news: Couple married 67 years receives COVID vaccine after diagnosis forced them apart https://t.co/LVxy9rBuN3,0,2
lil pimpin’✨,Jamaica | Philadelphia,"RT @_ILANNN: The Black woman who helped develop the COVID vaccine ⬇️

As a #vaccinated ICU nurse please let me know if y’all have any quest…",0,2
🪤,they/them,if i’m in a coma will they give me the covid vaccine or do i have to wake up to get it,0,0
Nikola GOATkic Burner,"Sombor, Srbija","RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,231
"Sarah Kay 😷, MPH, CEM",Washington DC Metro Area,I think these two missed me yesterday while I was helping out with the COVID vaccine POD. 😻 #cuddling #cats #blackcats #qualitytime #sundayvibes https://t.co/WWPOFkx09M,0,0
Mahli Brindamour,"Saskatoon, Saskatchewan",There are few things more satisfying than being told “I love you” by a 104 year old lady after giving her her first shot of the covid vaccine. #covid19sk,1,0
Jonathan Davis FCII FPFS 📉📈 #KBF,Stirling/Lyons/Cranfield alum.,"RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…",0,3015
Kevin Alcock,"Nottingham, England",RT @EveningStandard: The NHS in England is vaccinating at a rate of “140 jabs a minute”  https://t.co/W00xQAiPLJ,0,1
Thomas Wilson,"Garstang, England","RT @SkyNews: All UK adults will be offered COVID vaccine by September, foreign secretary says https://t.co/coFu2AEesQ",0,603
adelle devlin 💙,Ribble Valley ,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3685
John Walmsley 🇪🇺🤝🇬🇧,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1812
ben gurley,"Atlanta, GA",RT @CNBC: Former FDA Commisioner @ScottGottliebMD warns Covid vaccine recipients against letting their guards down right away. https://t.co…,0,96
Lonni Sawin,"Traverse City, MI","RT @mjs_DC: In July, Ginni Thomas shared this post from a Facebook group flagged for promoting anti-vax conspiracy theories, including the…",0,4213
Emily 🐙🦀🦑🦈❄️,uk,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1297
Neka,New Jersey,"RT @mystikalgod666: He took covid vaccine a week ago....... he is from UK and a very real person....
God!!! 
,😱😱🥺🥺 https://t.co/gT6dq6jLxD",0,618
Ellie Cole 🐆,"Brighton, England",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1297
Louisa Nardini,Huddersfield,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3685
